,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,permanently closed,outdoor_seating
13,pomp-and-circumstance-dining-williamsburg,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]","{'latitude': 40.714166, 'longitude': -73.949612}",(718) 387-4861,1440.7594454075238,QQpQujXQGbZBK6BeAokzDA,https://s3-media3.fl.yelpcdn.com/bphoto/NA3v2kGTRF43YDeFwn8i6A/o.jpg,False,"{'address1': '577 Lorimer St', 'address2': '', 'address3': None, 'city': 'Williamsburg', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['577 Lorimer St', 'Williamsburg, NY 11211']}",Pomp & Circumstance Dining,+17183874861,$$,5.0,70,"['delivery', 'pickup']",https://www.yelp.com/biz/pomp-and-circumstance-dining-williamsburg?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
14,win-son-bakery-brooklyn-9,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.70721, 'longitude': -73.94302}",(917) 909-1725,528.9382241001905,pYjMy5ixIeeG1YLEt4bGDg,https://s3-media1.fl.yelpcdn.com/bphoto/JR0-WsKhNSBwbEkAjuP3rg/o.jpg,False,"{'address1': '164 Graham Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['164 Graham Ave', 'Brooklyn, NY 11206']}",Win Son Bakery,+19179091725,$$,4.0,123,[],https://www.yelp.com/biz/win-son-bakery-brooklyn-9?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0
15,suzume-brooklyn,"[{'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]","{'latitude': 40.7131652, 'longitude': -73.9494479}",(718) 486-0200,1324.2700279668284,BlzlywklvYdek5uk_NCX9g,https://s3-media2.fl.yelpcdn.com/bphoto/dJ6jgbfh1BIofEAz2ztaCg/o.jpg,False,"{'address1': '545 Lorimer St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['545 Lorimer St', 'Brooklyn, NY 11211']}",Suzume,+17184860200,$$,4.0,306,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/suzume-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
16,okonomi-brooklyn,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.712622, 'longitude': -73.9487843}",(929) 295-0480,1245.4961273644456,7OMGEtFWT6sdd9TVuoGqJQ,https://s3-media3.fl.yelpcdn.com/bphoto/RMSBnhoB5aHc-3CUSwULgg/o.jpg,False,"{'address1': '150 Ainslie St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['150 Ainslie St', 'Brooklyn, NY 11211']}",Okonomi,+19292950480,$$,4.5,459,"['delivery', 'pickup']",https://www.yelp.com/biz/okonomi-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
17,fan-fried-rice-bar-brooklyn-2,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}]","{'latitude': 40.69099, 'longitude': -73.95587}",(929) 290-2197,1708.7207830943537,q2bIyvU8CQwiB6xe_iVs0g,https://s3-media3.fl.yelpcdn.com/bphoto/HGcN7WIU9tIVmsCIbnoNmA/o.jpg,False,"{'address1': '525 Dekalb Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['525 Dekalb Ave', 'Brooklyn, NY 11205']}",Fan Fried Rice Bar,+19292902197,$,4.5,80,"['delivery', 'pickup']",https://www.yelp.com/biz/fan-fried-rice-bar-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
18,lila-cafe-brooklyn,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 40.692856, 'longitude': -73.940242}",(347) 529-2886,1091.6522441510024,PIEs-lwfXR4w0sij3y-XHQ,https://s3-media2.fl.yelpcdn.com/bphoto/6hOzArJ66WXNrmTBHaWMrw/o.jpg,False,"{'address1': '911 Delkalb Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['911 Delkalb Ave', 'Brooklyn, NY 11221']}",Lila Cafe,+13475292886,,4.0,33,"['delivery', 'pickup']",https://www.yelp.com/biz/lila-cafe-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
19,alegria-brooklyn,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'salvadoran', 'title': 'Salvadoran'}]","{'latitude': 40.70213183, 'longitude': -73.92368033}",(347) 488-6297,1593.3483312798492,GNJLl1U-QB4magpOrbcLlg,https://s3-media2.fl.yelpcdn.com/bphoto/pB0JoO1_6SBph2B9EoHrGA/o.jpg,False,"{'address1': '266 Suydam St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['266 Suydam St', 'Brooklyn, NY 11237']}",Alegria,+13474886297,,5.0,15,[],https://www.yelp.com/biz/alegria-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0
20,yia-yias-taverna-brooklyn-4,"[{'alias': 'greek', 'title': 'Greek'}]","{'latitude': 40.70401, 'longitude': -73.93086}",(718) 821-5900,988.1352092818846,Vw8NSOu7aS8de1vVhFpemQ,https://s3-media2.fl.yelpcdn.com/bphoto/Yl-dDImiasYistUT76Cy9Q/o.jpg,False,"{'address1': '1035 Flushing Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['1035 Flushing Ave', 'Brooklyn, NY 11237']}",Yia Yia's Taverna,+17188215900,,5.0,184,"['delivery', 'pickup']",https://www.yelp.com/biz/yia-yias-taverna-brooklyn-4?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
21,hanon-brooklyn,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 40.7134488, 'longitude': -73.9513445}",(347) 799-1433,1429.5379544628317,FYWwW5lcxKzaA98Xgw8bqA,https://s3-media3.fl.yelpcdn.com/bphoto/RQz8Yzxa66xQ07DxVgsgbQ/o.jpg,False,"{'address1': '436 Union Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['436 Union Ave', 'Brooklyn, NY 11211']}",hanon,+13477991433,$$,4.5,130,"['delivery', 'pickup']",https://www.yelp.com/biz/hanon-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
22,forrest-point-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.70319, 'longitude': -73.93229}",(718) 366-2742,862.9334463588249,zHqDuMznom7CLp2lqV8q0g,https://s3-media1.fl.yelpcdn.com/bphoto/1G9M426OYh5DxRwFiRumUw/o.jpg,False,"{'address1': '970 Flushing Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['970 Flushing Ave', 'Brooklyn, NY 11206']}",Forrest Point,+17183662742,$$,4.0,364,"['delivery', 'pickup']",https://www.yelp.com/biz/forrest-point-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
23,the-topaz-brooklyn-2,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.70734, 'longitude': -73.93949}",(347) 770-7217,590.0772176585291,sx6ej_mdWaQCexyr7IKcFQ,https://s3-media4.fl.yelpcdn.com/bphoto/6IXR5uNOCI5HStXEuG4AHQ/o.jpg,False,"{'address1': '251 Bushwick Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['251 Bushwick Ave', 'Brooklyn, NY 11206']}",The Topaz,+13477707217,$$,4.5,105,[],https://www.yelp.com/biz/the-topaz-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0
24,farewell-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'creperies', 'title': 'Creperies'}]","{'latitude': 40.7000302741621, 'longitude': -73.9294501394033}",,1129.9314059459487,9Q5DAolmjXlqJ5oVM7sKbg,https://s3-media3.fl.yelpcdn.com/bphoto/wzHTrJWC_gDgMTORy4IVSQ/o.jpg,False,"{'address1': '143 Troutman St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['143 Troutman St', 'Brooklyn, NY 11206']}",Farewell,,,5.0,1,"['delivery', 'pickup']",https://www.yelp.com/biz/farewell-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0
25,ammazzacaffè-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.7113172, 'longitude': -73.9446243}",(929) 250-2875,997.1848152345609,eMSTTuOUlKEnSOr8lPp3Xg,https://s3-media2.fl.yelpcdn.com/bphoto/nnkNt7Aq8OfzmdyS5F8rlQ/o.jpg,False,"{'address1': '702 Grand St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['702 Grand St', 'Brooklyn, NY 11211']}",Ammazzacaffè,+19292502875,$$,4.5,181,"['delivery', 'pickup']",https://www.yelp.com/biz/ammazzacaff%C3%A8-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
26,zatar-brooklyn-2,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.6980763644669, 'longitude': -73.9245712108767}",(347) 627-7641,1585.60363778479,CviK6c6BkxN_TTZahdvwyA,https://s3-media3.fl.yelpcdn.com/bphoto/v_gZP2OBWl4NpHdw9nOfKw/o.jpg,False,"{'address1': '1294 Myrtle Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['1294 Myrtle Ave', 'Brooklyn, NY 11221']}",Zatar,+13476277641,$$,4.5,138,"['delivery', 'pickup']",https://www.yelp.com/biz/zatar-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0
27,indika-house-brooklyn,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 40.69716, 'longitude': -73.9353}",(718) 484-3600,849.3308388698189,lnI9toC-uAhBIbtHDMxvcA,https://s3-media4.fl.yelpcdn.com/bphoto/yg5Y8bPTAXRCwml2KVe0nw/o.jpg,False,"{'address1': '943 Broadway', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['943 Broadway', 'Brooklyn, NY 11206']}",Indika House,+17184843600,$$,5.0,65,"['delivery', 'pickup']",https://www.yelp.com/biz/indika-house-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0
28,salt-charcoal-brooklyn,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 40.71453, 'longitude': -73.9613511}",(718) 782-2087,2080.051596411487,m1cJLpDN4B-_0hGgPfe5OA,https://s3-media3.fl.yelpcdn.com/bphoto/RDtbfJjYqtdpaKvTrRhh2A/o.jpg,False,"{'address1': '171 Grand St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['171 Grand St', 'Brooklyn, NY 11249']}",Salt + Charcoal,+17187822087,$$,4.0,517,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/salt-charcoal-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
29,lilia-brooklyn,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.71757, 'longitude': -73.95236}",(718) 576-3095,1870.9314005054716,zwOAiVT4pAmpNGXzj-t5MA,https://s3-media4.fl.yelpcdn.com/bphoto/qQYC0L1Gr2f_KmLIpmjxdg/o.jpg,False,"{'address1': '567 Union Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['567 Union Ave', 'Brooklyn, NY 11211']}",Lilia,+17185763095,$$$,4.0,829,[],https://www.yelp.com/biz/lilia-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0
30,il-passatore-brooklyn,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.71431, 'longitude': -73.94217}",(718) 963-3100,1315.7523678947757,skLDCHQcmivdGx5Qd_qBIA,https://s3-media2.fl.yelpcdn.com/bphoto/-b_jJY9Wpyzt3l1eRZKabw/o.jpg,False,"{'address1': '14 Bushwick Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['14 Bushwick Ave', 'Brooklyn, NY 11211']}",Il Passatore,+17189633100,$$,4.0,372,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/il-passatore-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1
