,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,permanently closed,outdoor_seating
0,abracadabra-brooklyn-williamsburg,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.71202, 'longitude': -73.96274}",(347) 844-9157,2220.822810890308,pKWWUT8mpvhMdOr4X383KA,https://s3-media4.fl.yelpcdn.com/bphoto/rgzaGTnNH7uX5X8qDWivHQ/o.jpg,True,"{'address1': '347 Bedford Ave', 'address2': '', 'address3': '', 'city': 'Williamsburg', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['347 Bedford Ave', 'Williamsburg, NY 11211']}",Abracadabra Brooklyn,+13478449157,$$,4.0,151,"['delivery', 'pickup']",https://www.yelp.com/biz/abracadabra-brooklyn-williamsburg?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,takashi-new-york,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 40.7313524, 'longitude': -74.0065048}",(212) 414-2929,4507.619293621344,6qzNc9Z9DHYYleKqrW_K3g,https://s3-media1.fl.yelpcdn.com/bphoto/dD_Aej4BzHix1fSXIEdBnw/o.jpg,True,"{'address1': '456 Hudson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['456 Hudson St', 'New York, NY 10014']}",Takashi,+12124142929,$$$,4.0,976,[],https://www.yelp.com/biz/takashi-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,sacred-chow-new-york,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'kosher', 'title': 'Kosher'}]","{'latitude': 40.72959, 'longitude': -73.99944}",(212) 337-0863,4051.8021731088215,E8atCW6l6y1SVeEXbbXzEA,https://s3-media4.fl.yelpcdn.com/bphoto/kICk5dtsKe-xmAXKYbeyTA/o.jpg,True,"{'address1': '227 Sullivan St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['227 Sullivan St', 'New York, NY 10012']}",Sacred Chow,+12123370863,$$,4.0,557,"['delivery', 'pickup']",https://www.yelp.com/biz/sacred-chow-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,rusty-knot-new-york,"[{'alias': 'divebars', 'title': 'Dive Bars'}]","{'latitude': 40.7352206332678, 'longitude': -74.0098652555112}",(212) 645-5668,5015.871260256277,EkyFTqo4lAG_NBsbVMCynw,https://s3-media1.fl.yelpcdn.com/bphoto/CNicknx0LaEgIny0Y4yYww/o.jpg,True,"{'address1': '425 West St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['425 West St', 'New York, NY 10014']}",Rusty Knot,+12126455668,$$,3.5,254,[],https://www.yelp.com/biz/rusty-knot-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,rossopomodoro-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.7386576, 'longitude': -74.0021371}",(212) 242-2310,5048.499372830445,VWErTDzcg23iiohqyc1AQQ,https://s3-media4.fl.yelpcdn.com/bphoto/MpeSEHK0relsAXk2MLanVQ/o.jpg,True,"{'address1': '118 Greenwich Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['118 Greenwich Ave', 'New York, NY 10011']}",Rossopomodoro,+12122422310,$$,4.0,244,[],https://www.yelp.com/biz/rossopomodoro-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,the-riddler-new-york-2,"[{'alias': 'champagne_bars', 'title': 'Champagne Bars'}]","{'latitude': 40.7369462, 'longitude': -74.0038923}",(212) 741-5136,4949.272429135017,_8lx68rfPuxN17VXGxRZ2Q,https://s3-media2.fl.yelpcdn.com/bphoto/IoDHoJXMi_GAm9MVSl_kVg/o.jpg,True,"{'address1': '51 Bank St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['51 Bank St', 'New York, NY 10014']}",The Riddler,+12127415136,$$$,4.0,23,[],https://www.yelp.com/biz/the-riddler-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,otto-enoteca-pizzeria-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.7320605431463, 'longitude': -73.996197909787}",(212) 995-9559,4199.070660101569,kqewBLuQDB3euc-s_mRf4A,https://s3-media1.fl.yelpcdn.com/bphoto/qwWeOtYcep1F4NhezBEuHQ/o.jpg,False,"{'address1': 'One Fifth Avenue At 8th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['One Fifth Avenue At 8th St', 'New York, NY 10003']}",Otto Enoteca Pizzeria,+12129959559,$$,3.5,2120,"['delivery', 'pickup']",https://www.yelp.com/biz/otto-enoteca-pizzeria-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,keste-wall-street-new-york-4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.709132, 'longitude': -74.004676}",(212) 693-9030,2549.751776570967,C-V8rvmamxMzu7EoQkcFrg,https://s3-media1.fl.yelpcdn.com/bphoto/Xtwi7lobwoi3sYSU-nctnA/o.jpg,False,"{'address1': '77 Fulton St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['77 Fulton St', 'New York, NY 10038']}",Keste Wall Street,+12126939030,$$,4.0,194,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/keste-wall-street-new-york-4?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,highlands-nyc-new-york,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'scottish', 'title': 'Scottish'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]","{'latitude': 40.73443, 'longitude': -74.00116}",,4599.998691615213,9epyzBMgOVV71p22eYyjRA,https://s3-media2.fl.yelpcdn.com/bphoto/FASrl8JB5kiGxHQRddi0yA/o.jpg,True,"{'address1': '150 W 10th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['150 W 10th St', 'New York, NY 10014']}",Highlands NYC,,$$,4.0,404,[],https://www.yelp.com/biz/highlands-nyc-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,fedora-new-york-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.73457, 'longitude': -74.00306}",(646) 449-9336,4680.317359864814,M7FR0flXH4yUq5Gh7-7Vog,https://s3-media1.fl.yelpcdn.com/bphoto/BGgBOqaF0HWjE69yy1I-mQ/o.jpg,True,"{'address1': '239 W 4th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['239 W 4th St', 'New York, NY 10014']}",Fedora,+16464499336,$$$,4.0,365,[],https://www.yelp.com/biz/fedora-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,daddy-o-new-york,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'latitude': 40.7304, 'longitude': -74.00418}",(212) 414-8884,4311.050383549271,lsUw9oApqJUQHp9mO5sfJw,https://s3-media3.fl.yelpcdn.com/bphoto/mDSYY5hSKPmcVcoUoC4xFQ/o.jpg,True,"{'address1': '44 Bedford St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['44 Bedford St', 'New York, NY 10014']}",Daddy-O,+12124148884,$$,3.5,283,"['pickup', 'delivery']",https://www.yelp.com/biz/daddy-o-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,bubbys-high-line-new-york,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","{'latitude': 40.7395082, 'longitude': -74.0076636}",(212) 219-0666,5349.434175212285,gaxx8auiAGlKW3FTF0N-ww,https://s3-media3.fl.yelpcdn.com/bphoto/TMr-OgLT1g3Jfb43VBFNBg/o.jpg,True,"{'address1': '73 Gansevoort St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['73 Gansevoort St', 'New York, NY 10014']}",Bubby's High Line,+12122190666,$$,3.5,779,"['delivery', 'pickup']",https://www.yelp.com/biz/bubbys-high-line-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,cafe-clover-new-york,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7295313881459, 'longitude': -74.002681}",(212) 675-4350,4166.1652407273905,41lYGMnCGfX4ZDZEWmgHTw,https://s3-media2.fl.yelpcdn.com/bphoto/Uk9mEFdcA0jRbQ6ty0eHmg/o.jpg,True,"{'address1': '10 Downing St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['10 Downing St', 'New York, NY 10014']}",Cafe Clover,+12126754350,$$$,3.5,308,"['delivery', 'pickup']",https://www.yelp.com/biz/cafe-clover-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,the-banty-rooster-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.734961, 'longitude': -73.999846}",(646) 767-9227,4608.729119001537,CDNPBE5mB5Zl-3LqK-BAnw,https://s3-media3.fl.yelpcdn.com/bphoto/GBRa467xlKX0XsCTQwLBqQ/o.jpg,False,"{'address1': '24 Greenwich Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['24 Greenwich Ave', 'New York, NY 10011']}",The Banty Rooster,+16467679227,,4.5,24,[],https://www.yelp.com/biz/the-banty-rooster-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,bar-sardine-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7343842119037, 'longitude': -74.0027010019169}",,4648.6956656028715,w2Bt2DkJu7tiX2KzqlO0NQ,https://s3-media3.fl.yelpcdn.com/bphoto/RQCY7snYFx6e7h-lpbhj7Q/o.jpg,True,"{'address1': '183 W 10th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['183 W 10th St', 'New York, NY 10014']}",Bar Sardine,,$$,4.0,235,[],https://www.yelp.com/biz/bar-sardine-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,vickys-diner-new-york,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.8553037388342, 'longitude': -73.9371613500442}",(212) 927-8458,18001.969439942688,BUKGCWSW8YM_e_8AP9rhbQ,https://s3-media2.fl.yelpcdn.com/bphoto/5ijwL5OWf42LLDKdtjGLng/o.jpg,True,"{'address1': '805 W 187th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['805 W 187th St', 'New York, NY 10033']}",Vicky's Diner,+12129278458,$$,3.5,104,[],https://www.yelp.com/biz/vickys-diner-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,santa-fe-new-york-3,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 40.7767077615034, 'longitude': -73.9789559105304}",(212) 724-0822,8911.285108614069,E_oFzRY-7j9T04qHkORCsw,https://s3-media3.fl.yelpcdn.com/bphoto/qasMZdxkqhAqAmFKDaE31g/o.jpg,True,"{'address1': '73 W 71st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['73 W 71st St', 'New York, NY 10023']}",Santa Fe,+12127240822,$$,3.5,171,"['delivery', 'pickup']",https://www.yelp.com/biz/santa-fe-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,radio-amsterdam-new-york,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.78336, 'longitude': -73.9778}",(212) 875-0008,9651.665617449476,RampmaBb0EjNqMfu2XoLUA,https://s3-media2.fl.yelpcdn.com/bphoto/DZOt-9eDVGnyDShUY6FGMw/o.jpg,True,"{'address1': '407 Amsterdam Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['407 Amsterdam Ave', 'New York, NY 10024']}",Radio Amsterdam,+12128750008,$$,4.5,42,[],https://www.yelp.com/biz/radio-amsterdam-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,old-johns-luncheonette-new-york-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 40.7751442740886, 'longitude': -73.983650655047}",(212) 874-2700,8745.50234458135,s5j_749h_250VZY2NXQC1Q,https://s3-media2.fl.yelpcdn.com/bphoto/x4SrWqfbYPxk6JA3_2weQA/o.jpg,True,"{'address1': '148 W 67th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['148 W 67th St', 'New York, NY 10023']}",Old John's Luncheonette,+12128742700,$$,3.5,114,"['delivery', 'pickup']",https://www.yelp.com/biz/old-johns-luncheonette-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,mokum-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.78541, 'longitude': -73.9769}",(212) 799-4111,9880.810180083148,fMJQBBesd6IBq8vyL79Wqg,https://s3-media2.fl.yelpcdn.com/bphoto/ehNE8sNCu-i0E6x7tPGlVQ/o.jpg,True,"{'address1': '464 Amsterdam Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['464 Amsterdam Ave', 'New York, NY 10024']}",Mokum,+12127994111,,4.0,81,"['pickup', 'delivery']",https://www.yelp.com/biz/mokum-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,le-pif-new-york-8,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]","{'latitude': 40.7476868, 'longitude': -74.0037054}",(212) 229-1700,6048.171546470797,WO_cLlSr6eFYMXy0T6BvHA,https://s3-media3.fl.yelpcdn.com/bphoto/xxvf7JQrnn4yodthA2fHAg/o.jpg,True,"{'address1': '465 W 23rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['465 W 23rd St', 'New York, NY 10011']}",Le Pif,+12122291700,$$,4.5,181,[],https://www.yelp.com/biz/le-pif-new-york-8?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
